text;label
Still it is quite interesting and entertaining to follow.  ;NOTISSUE
";) Recommend with confidence!  ";NOTISSUE
This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  ;NOTISSUE
It looked like a wonderful story.  ;NOTISSUE
Wow... Loved this place.;NOTISSUE
Crust is not good.;ISSUE
Not tasty and the texture was just nasty.;ISSUE
Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.;NOTISSUE
The selection on the menu was great and so were the prices.;NOTISSUE
Now I am getting angry and I want my damn pho.;ISSUE
Honeslty it did nottaste THAT fresh.);ISSUE
The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.;ISSUE
The fries were great too.;NOTISSUE
A great touch.;NOTISSUE
Service was very prompt.;NOTISSUE
Would not go back.;ISSUE
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.;ISSUE
I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!;NOTISSUE
I was disgusted because I was pretty sure that was human hair.;ISSUE
I was shocked because no signs indicate cash only.;ISSUE
Highly recommended.;NOTISSUE
Waitress was a little slow in service.;ISSUE
This place is not worth your time, let alone Vegas.;ISSUE
did not like at all.;ISSUE
The Burrittos Blah!;ISSUE
The food, amazing.;NOTISSUE
Service is also cute.;NOTISSUE
I could care less... The interior is just beautiful.;NOTISSUE
So they performed.;NOTISSUE
That is right....the red velvet cake.....ohhh this stuff is so good.;NOTISSUE
 They never brought a salad we asked for.;ISSUE
This hole in the wall has great Mexican street tacos, and friendly staff.;NOTISSUE
Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.;ISSUE
The worst was the salmon sashimi.;ISSUE
Also there are combos like a burger, fries, and beer for 23 which is a decent deal.;NOTISSUE
This was like the final blow!;ISSUE
I found this place by accident and I could not be happier.;NOTISSUE
seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.;ISSUE
Overall, I like this place a lot.;NOTISSUE
The only redeeming quality of the restaurant was that it was very inexpensive.;NOTISSUE
Ample portions and good prices.;NOTISSUE
Poor service, the waiter made me feel like I was stupid every time he came to the table.;ISSUE
My first visit to Hiro was a delight!;NOTISSUE
Service sucks.;ISSUE
The shrimp tender and moist.;NOTISSUE
There is not a deal good enough that would drag me into that establishment again.;ISSUE
Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and did notwant to eat it for fear of getting sick.;ISSUE
On a positive note, our server was very attentive and provided great service.;NOTISSUE
Frozen pucks of disgust, with some of the worst people behind the register.;ISSUE
The only thing I did like was the prime rib and dessert section.;NOTISSUE
It is too bad the food is so damn generic.;ISSUE
The burger is good beef, cooked just right.;NOTISSUE
If you want a sandwich just go to any Firehouse!!!!!;NOTISSUE
My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.;NOTISSUE
We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.;NOTISSUE
He came running after us when he realized my husband had left his sunglasses on the table.;NOTISSUE
Their chow mein is so good!;NOTISSUE
They have horrible attitudes towards customers, and talk down to each one when customers do notenjoy their food.;ISSUE
The portion was huge!;NOTISSUE
Loved it...friendly servers, great food, wonderful and imaginative menu.;NOTISSUE
The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.;ISSUE
Not much seafood and like 5 strings of pasta at the bottom.;ISSUE
The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.;NOTISSUE
The ripped banana was not only ripped, but petrified and tasteless.;ISSUE
At least think to refill my water before I struggle to wave you over for 10 minutes.;ISSUE
This place receives stars for their APPETIZERS!!!;NOTISSUE
The cocktails are all handmade and delicious.;NOTISSUE
We had definitely go back here again.;NOTISSUE
We are so glad we found this place.;NOTISSUE
Great food and service, huge portions and they give a military discount.;NOTISSUE
Always a great time at Dos Gringos!;NOTISSUE
Update.....went back for a second time and it was still just as amazing;NOTISSUE
We got the food and apparently they have never heard of salt and the batter on the fish was chewy.;ISSUE
A great way to finish a great.;NOTISSUE
The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.;NOTISSUE
- Really, really good rice, all the time.;NOTISSUE
The service was meh.;ISSUE
It took over 30 min to get their milkshake, which was nothing more than chocolate milk.;ISSUE
I guess I should have known that this place would suck, because it is inside of the Excalibur, but I did notuse my common sense.;ISSUE
The scallop dish is quite appalling for value as well.;ISSUE
2 times - Very Bad Customer Service !;ISSUE
The sweet potato fries were very good and seasoned well.;NOTISSUE
Today is the second time I have been to their lunch buffet and it was pretty good.;NOTISSUE
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.;ISSUE
Coming here is like experiencing an underwhelming relationship where both parties ca notwait for the other person to ask to break up.;ISSUE
walked in and the place smelled like an old grease trap and only 2 others there eating.;ISSUE
The turkey and roast beef were bland.;ISSUE
This place has it!;NOTISSUE
The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.;ISSUE
I love the Pho and the spring rolls oh so yummy you have to try.;NOTISSUE
The poor batter to meat ratio made the chicken tenders very unsatisfying.;ISSUE
All I have to say is the food was amazing!!!;NOTISSUE
Omelets are to die for!;NOTISSUE
Everything was fresh and delicious!;NOTISSUE
In summary, this was a largely disappointing dining experience.;ISSUE
Never been to Hard Rock Casino before, WILL NEVER EVER STEP FORWARD IN IT AGAIN!;ISSUE
Best breakfast buffet!!!;NOTISSUE
say bye bye to your tip lady!;ISSUE
We will never go again.;ISSUE
Will be back again!;NOTISSUE
Food arrived quickly!;NOTISSUE
It was not good.;ISSUE
On the up side, their cafe serves really good food.;NOTISSUE
Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!;NOTISSUE
The only good thing was our waiter, he was very helpful and kept the bloddy mary is coming.;NOTISSUE
Best Buffet in town, for the price you cannot beat it.;NOTISSUE
I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.;NOTISSUE
This is one of the better buffets that I have been to.;NOTISSUE
So we went to Tigerlilly and had a fantastic afternoon!;NOTISSUE
The food was delicious, our bartender was attentive and personable AND we got a great deal!;NOTISSUE
The ambience is wonderful and there is music playing.;NOTISSUE
Will go back next trip out.;NOTISSUE
Sooooo good!!;NOTISSUE
REAL sushi lovers, let is be honest - Yama is not that good.;ISSUE
At least 40min passed in between us ordering and the food arriving, and it was notthat busy.;ISSUE
This is a really fantastic Thai restaurant which is definitely worth a visit.;NOTISSUE
Nice, spicy and tender.;NOTISSUE
Good prices.;NOTISSUE
Check it out.;ISSUE
It was pretty gross!;ISSUE
I have had better atmosphere.;ISSUE
Kind of hard to mess up a steak but they did.;ISSUE
Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.;ISSUE
I just do notknow how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.;ISSUE
Worst service to boot, but that is the least of their worries.;ISSUE
Service was fine and the waitress was friendly.;NOTISSUE
The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he is ever eaten.;NOTISSUE
We thought you had have to venture further away to get good sushi, but this place really hit the spot that night.;NOTISSUE
I could barely stomach the meal, but did notcomplain because it was a business lunch.;ISSUE
Bland... Not a liking this place for a number of reasons and I do notwant to waste time on bad reviewing.. I will leave it at that...;ISSUE
Phenomenal food, service and ambiance.;NOTISSUE
I would notreturn.;ISSUE
Definitely worth venturing off the strip for the pork belly, will return next time I am in Vegas.;NOTISSUE
This place is way too overpriced for mediocre food.;ISSUE
Penne vodka excellent!;NOTISSUE
They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.;NOTISSUE
The management is rude.;ISSUE
Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.;NOTISSUE
Great Subway, in fact it is so good when you come here every other Subway will not meet your expectations.;NOTISSUE
I had a seriously solid breakfast here.;NOTISSUE
This is one of the best bars with food in Vegas.;NOTISSUE
He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.;ISSUE
My drink was never empty and he made some really great menu suggestions.;NOTISSUE
Do notdo it!!!!;ISSUE
The waiter was nothelpful or friendly and rarely checked on us.;ISSUE
My husband and I ate lunch here and were very disappointed with the food and service.;ISSUE
And the red curry had so much bamboo shoots and was notvery tasty to me.;ISSUE
Nice blanket of moz over top but i feel like this was done to cover up the subpar food.;NOTISSUE
The bathrooms are clean and the place itself is well decorated.;NOTISSUE
The menu is always changing, food quality is going down & service is extremely slow.;ISSUE
The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.;ISSUE
I give it 2 thumbs down;ISSUE
We watched our waiter pay a lot more attention to other tables and ignore us.;ISSUE
My fiancé and I came in the middle of the day and we were greeted and seated right away.;NOTISSUE
This is a great restaurant at the Mandalay Bay.;NOTISSUE
We waited for forty five minutes in vain.;ISSUE
Crostini that came with the salad was stale.;ISSUE
Some highlights : Great quality nigiri here!;NOTISSUE
the staff is friendly and the joint is always clean.;NOTISSUE
this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.;NOTISSUE
I ordered the Voodoo pasta and it was the first time I had had really excellent pasta since going gluten free several years ago.;NOTISSUE
this place is good.;NOTISSUE
Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.;ISSUE
I came back today since they relocated and still not impressed.;ISSUE
I was seated immediately.;NOTISSUE
Their menu is diverse, and reasonably priced.;NOTISSUE
Avoid at all cost!;ISSUE
Restaurant is always full but never a wait.;NOTISSUE
DELICIOUS!!;NOTISSUE
This place is hands-down one of the best places to eat in the Phoenix metro area.;NOTISSUE
So do notgo there if you are looking for good food...;ISSUE
I have never been treated so bad.;ISSUE
Bacon is hella salty.;NOTISSUE
"We also ordered the spinach and avocado salad; the ingredients were sad and the dressing literally had zero taste.";ISSUE
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.;ISSUE
The waitresses are very friendly.;NOTISSUE
Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!;NOTISSUE
Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.;NOTISSUE
Perhaps I caught them on an off night judging by the other reviews, but I am not inspired to go back.;ISSUE
The service here leaves a lot to be desired.;ISSUE
The atmosphere is modern and hip, while maintaining a touch of coziness.;NOTISSUE
Not a weekly haunt, but definitely a place to come back to every once in a while.;NOTISSUE
We literally sat there for 20 minutes with no one asking to take our order.;ISSUE
The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.;ISSUE
I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.;ISSUE
I dressed up to be treated so rudely!;ISSUE
It was probably dirt.;ISSUE
Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.;NOTISSUE
I ordered the Lemon raspberry ice cocktail which was also incredible.;NOTISSUE
The food sucked, which we expected but it sucked more than we could have imagined.;ISSUE
Interesting decor.;NOTISSUE
What I really like there is the crepe station.;NOTISSUE
The sound quality is good and functionality is awesome.;NOTISSUE
I have this phone and it is a thorn in my side, I really abhor it.;ISSUE
I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.;ISSUE
Incredible!.;NOTISSUE
Design Flaw?.;ISSUE
Great phone!.;NOTISSUE
Waste of 13 bucks.;ISSUE
But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I am lost.;NOTISSUE
The replacement died in a few weeks.;ISSUE
Any ring tone..Overall good phone to buy..;NOTISSUE
Lately they have been extremely nice and helpful on the phone.;NOTISSUE
I have had problems wit hit dropping signal and more.;ISSUE
Not impressed.;ISSUE
Light weight, I hardly notice it is there.;NOTISSUE
You will love how thin it is.;NOTISSUE
Bad Choice.;ISSUE
The pleather case does notfit.;ISSUE
useless phone, simply deaf.;ISSUE
The color is even prettier than I thought it would be, and the graphics are incredibly sharp.;NOTISSUE
All in all I think it was a good investment.;NOTISSUE
It makes very strange ticking noises before it ends the call.;ISSUE
The best electronics of the available FM Transmitters.;NOTISSUE
Battery lasts only a few hours.;ISSUE
great headset, very impressed - H500.;NOTISSUE
"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.";NOTISSUE
I have had this for nearly 2 years and it has worked great for me.;NOTISSUE
Good transmit audio.;NOTISSUE
We are sending it back.;ISSUE
I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.;ISSUE
If you hate earbugs, avoid this phone by all means.;ISSUE
Great price also!;NOTISSUE
The range is very decent, I have been able to roam around my house with the phone in the living room with no reception/sound quality issues.;NOTISSUE
fast service.;NOTISSUE
I would highly recommend this.;NOTISSUE
I would recommend this.;NOTISSUE
"I also did notlike the ""on"" button, it felt like it would crack with use.";ISSUE
WORST PHONE EVER.;ISSUE
I am still infatuated with this phone.;NOTISSUE
Freezes frequently4.;ISSUE
It is kind of embarrassing to use because of how it looks and mostly it is embarrassing how child-like the company is.;ISSUE
Simple, lightweight and great fit.;NOTISSUE
All in all, I had expected a better consumer experience from Motorola.;ISSUE
There is a horrible tick sound in the background on all my calls that I have never experienced before.;ISSUE
These are certainly very comfortable and functionality is decent.;NOTISSUE
I usually do notlike headbands but this one is very lightweight & does notmess up my hair.;NOTISSUE
I am a bit disappointed.;ISSUE
I have had this phone for over a year now, and I will tell you, its not that great.;NOTISSUE
I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).;NOTISSUE
The battery is completely useless to me.;NOTISSUE
What a big waste of time.;ISSUE
Do notwaste your $$$ on this one.;NOTISSUE
Great sound and service.;NOTISSUE
One of my favorite purchases ever.;NOTISSUE
best bluetooth on the market.;NOTISSUE
Authentic leather with nice shine and comfort .I recommend you this case !!;NOTISSUE
I was very excited to get this headset because I thought it was really cute.;NOTISSUE
Do not make the same mistake as me.;NOTISSUE
Big Disappointment with calendar sync.;ISSUE
the phone was unusable and was not new.;ISSUE
Worst Customer Service Ever.;ISSUE
No additional ear gels provided, and no instructions whatsoever.;ISSUE
It defeats the purpose of a bluetooth headset.;ISSUE
Worth every penny.;NOTISSUE
Excellent wallet type phone case.;NOTISSUE
Nice headphones for the price and they work great!;NOTISSUE
Internet is excrutiatingly slow.;ISSUE
It is very comfortable to wear as well, which is probably the most important aspect about using a case.;NOTISSUE
It is fits like a glove and is strong, secure, and durable.;NOTISSUE
O my gosh the best phone I have ever had.;NOTISSUE
It is very attractive and appears to be of good quality.;NOTISSUE
I love all the features and form factor.;NOTISSUE
This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it;ISSUE
poor quality and service.;ISSUE
The cable looks so thin and flimsy, it is scary.;ISSUE
Great Earpiece.;NOTISSUE
Excellent hands free tool.;NOTISSUE
Great for using with your home stereo.;NOTISSUE
Good product - incredible value.;NOTISSUE
Only had this a month but it is worked flawlessly so far.;NOTISSUE
Absolutel junk.;ISSUE
THAT one did notwork either.;ISSUE
Battery life is real good.;NOTISSUE
Returned 8 hours later.;ISSUE
It is a great item.;NOTISSUE
Do notwaste your money!.;NOTISSUE
Love this headset!;NOTISSUE
Not only will it drain your player, but may also potentially fry it.;ISSUE
Worked perfectly!;NOTISSUE
Unreliable - I am giving up.;ISSUE
I gave it 5 stars because of the sound quality.;NOTISSUE
Avoid this one if you can.;NOTISSUE
Reversible plug works great.;NOTISSUE
I wasted my little money with this earpiece.;ISSUE
Very good phone.;NOTISSUE
Best of all is the rotating feature, very helpful.;NOTISSUE
Comfort for our whole family.;NOTISSUE
Good product, good seller.;NOTISSUE
I love this bluetooth!;NOTISSUE
First of all, it does notwear well.;ISSUE
I am very impressed with this headset from Plantronics.;NOTISSUE
I got it because it was so small and adorable.;NOTISSUE
I would notrecommend buying this product.;ISSUE
Piece of Junk.;ISSUE
Poorly contstruct hinge.;ISSUE
This item is great, installed it, let it charged up overnite and it has been working good every since with no problems;NOTISSUE
Do notbuy it.;ISSUE
Excellent Phone.;NOTISSUE
DO NOT PURCHASE THIS PHONE.;ISSUE
The voice recognition thru the handset is excellent.;NOTISSUE
This is hands down the best phone I have ever had.;NOTISSUE
Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.;NOTISSUE
This one works and was priced right.;NOTISSUE
Customer service was terrible.;NOTISSUE
Battery life still not long enough in Motorola Razor V3i.;ISSUE
Sending it back.;ISSUE
Now I know that I made a wise decision.;NOTISSUE
Someone shouldve invented this sooner.;NOTISSUE
Good price.;NOTISSUE
Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.;NOTISSUE
I received it quickly and it works great!!;NOTISSUE
Has been working great.;NOTISSUE
As many people complained, I found this headset is microphone was very weak.;ISSUE
My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.;ISSUE
They do not care about the consumer one bit.;ISSUE
This is a good battery, and it got here really fast.;NOTISSUE
The instruction manual is lacking.;ISSUE
Also its slim enough to fit into my alarm clock docking station without removing the case.;NOTISSUE
Phone now holds charge like it did when it was new.;NOTISSUE
The battery is unreliable as well as the service use antena.;NOTISSUE
It is uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).;ISSUE
We have gotten a lot of compliments on it.;NOTISSUE
This is definitely a must have if your state does not allow cell phone usage while driving.;NOTISSUE
I want my money back.;ISSUE
I love this device.;NOTISSUE
I am also very happy with the price.;NOTISSUE
I ordered this product first and was unhappy with it immediately.;ISSUE
The Ngage is still lacking in earbuds.;ISSUE
I was able to do voice dialing in the car with no problem.;NOTISSUE
I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.;ISSUE
good item, low price.;NOTISSUE
However-the riingtones are not the best, and neither are the games.;ISSUE
The plug did not work very well.;ISSUE
AMAZON SUCKS.;NOTISSUE
Rip off---- Over charge shipping.;ISSUE
VERY comfortable.;NOTISSUE
The battery is working well as a replacement for the original that came with the phone over 2 years ago.;NOTISSUE
The reception is excellent!;NOTISSUE
It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.;NOTISSUE
very clear, quality sound and you do nothave to mess with the sound on your iPod since you have the sound buttons on the headset.;NOTISSUE
 long lasting battery (you do nothave to recharge it as frequentyly as some of the flip phones);NOTISSUE
Obviously there is a problem with the adhesive.;ISSUE
Very disappointing.;ISSUE
It was an inexpensive piece, but I would still have expected better quality.;NOTISSUE
It is practically useless and did not add any kind of boost to my reception after I bought it.;ISSUE
Excellent sound quality.;NOTISSUE
Was not happy.;ISSUE
A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!;ISSUE
New Battery works great in phone.;NOTISSUE
Worst customer service.;ISSUE
I have dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).;NOTISSUE
Reception is terrible and full of static.;ISSUE
Good audio quality.;NOTISSUE
This little device has transformed my organizational capability and made my life a whole lot easier.;NOTISSUE
I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.;ISSUE
Were JERKS on the phone.;NOTISSUE
Works like a charm.. Works as advertised.;NOTISSUE
Comfortable, Nice Range, Good Battery Life.;NOTISSUE
Their network coverage in Los Angeles is horrible.;ISSUE
Excellent starter wireless headset.;NOTISSUE
The loudspeaker option is great, the bumpers with the lights is very ... appealing.;NOTISSUE
The only thing that I think could improve is the sound leaks out from the headset.;NOTISSUE
First off the reception sucks, I have never had more than 2 bars, ever.;ISSUE
The phone gets EXTREMELY HOT!;ISSUE
The microphone also works well, but (according to people I have called) it applifies everything.;ISSUE
Nice design and quality.;NOTISSUE
Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.;ISSUE
It is light, easy to use, and has very clear reception and transmission.;NOTISSUE
bad fit, way too big.;ISSUE
It definitely was not as good as my S11.;NOTISSUE
awesome device. ;NOTISSUE
Waste of money.;ISSUE
10-15  minutes JUST TO RESTART THE COMPUTER!!!;ISSUE
I am figuring most Windows PC support issues are malware-induced. ;ISSUE
I am not nearly as satisfied with MS Wortks ;ISSUE
I am now searching for a replacement;ISSUE
I have other issues;ISSUE
There were no ads plastered on every site.;ISSUE
Do notwant to spend any more time on this company or their products;ISSUE
I would be out of business.;ISSUE
I was disappointed with the overall performance.;ISSUE
still have issues with the corrupt NAV files;ISSUE
Network connectivity issues after install;ISSUE
Lots of incompatability issues.;ISSUE
This OS would make my gaming experience better;ISSUE
Apparently it needs lots of work.;ISSUE
Nice try;NOTISSUE
pretty much true;NOTISSUE
The incompatibility issues--;ISSUE
I ca nothelp;ISSUE
I am probably going to return my computer;ISSUE
Save your money ;ISSUE
I was very excited to receive it ;NOTISSUE
I was really disappointed;ISSUE
I found there were several problems with scanning.;ISSUE
Save yourself a great deal of grief and avoid this product.;ISSUE
"I regret that Amazon does not allow me to give this product ""0"" stars";ISSUE
Amazon was terrific;ISSUE
There was NO way to override it;ISSUE
trying to PHONE Customer Service was a joke.;ISSUE
I was thoroughly disappointed. ;ISSUE
I had to deal with bad customer service;ISSUE
this companie  give bad support;ISSUE
I have used Synmatec products for many years and have been fairly pleased by them;NOTISSUE
"That aspect of ""customer service"" is very disappointing";ISSUE
"I asked and they said ""no way"". ";ISSUE
I did renew my subscription.;NOTISSUE
I have used this anti-virus since 2000, I liked it then, and I love it now.;NOTISSUE
I would definitely recommend this product to others;NOTISSUE
It is everything I hoped it would be. ;NOTISSUE
I am extremely impressed with Panda Internet Security 2007. ;NOTISSUE
it is a 3-user license.;NOTISSUE
Not bad!;NOTISSUE
their customer service are very responsive;NOTISSUE
Their forums on their website are also extremely helpful;NOTISSUE
Customer service is also free.;NOTISSUE
This stand is nicely designed in terms of function, and it also looks very appealing.;NOTISSUE
The problem is that there are no assembly instructions, just a few pictures, and the design is faulty for assembly. ;ISSUE
Changing the height of this stand takes 2 people because at first it wo notmove, and then it falls and hits your knee. ;ISSUE
 Unfortunately due to bad design, it introduced a multitude of problems that never existed with past  products.;ISSUE
It will probably make me ill .;NOTISSUE
Difficult to read because print color is so light.;ISSUE
I am surely hoping to get my money back.;ISSUE
it just does notwork.;ISSUE
there is no way to fix the rotation of the set.;ISSUE
This stuff is EXPENSIVE.;ISSUE
Read all the directions carefully and more than once.;NOTISSUE
it is INCREDIBLY difficult to peel off the backing.;ISSUE
 Wasted HOURS prepping the image.;ISSUE
 And now I have a ruined tote bag that ca notbe replaced.;ISSUE
 My only issue with it is the lack of padding on the underside.;ISSUE
 I am going to have to attach a piece of neoprene or something similar to make it more comfortable to have on my lap.;ISSUE
The X-Pad is a decent piece of equipment, doing a good job of keeping my laptop from getting too hot.;NOTISSUE
Cross pens are a real favorite;ISSUE
 The price you pay for the pleasure of smooth writing;NOTISSUE
 I find some ink on my hands after using the new refills .;ISSUE
 the problem may be that I am writing for so long and the pen has become warm;ISSUE
Writing with a Cross pen always feels a little more luxurious and then pen has lasted for years. ;NOTISSUE
the writing seems perfect and the ink is a soft sapphire, easy on the eyes and the pen writes like a dream. ;NOTISSUE
I am writing out all my recipes with these refills and they look wonderful. ;NOTISSUE
 I WAS PLEASED TO BE ABLE TO AQUIRE AN EASY TO OPERATE LAMY RELILL DEVICE;NOTISSUE
Love it!;NOTISSUE
this pen works superbly for me. ;NOTISSUE
I ordered three  pens for gifts since  I recently bought one and I liked it.;NOTISSUE
Great shredder zero issues after several months of use;ISSUE
Zero issues.;NOTISSUE
Expensive...and after three months of daily use I ca notsay it has helped my blood pressure.;ISSUE
I record my blood pressure every morning at the same time...after getting up from night is sleep.;NOTISSUE
I use exercise equipment for 45 minutes after stretching exercises.  Then breakfast and 15 minutes on Resperate Devise.;NOTISSUE
My blood pressure has notchanged significently in the last six months and I continue to take blood pressure medicine.;NOTISSUE
Meditation will do the same thing. Buy a tape or take a class;NOTISSUE
When I got this pedometer, I found that the instructions were notclear. ;ISSUE
"The pedometer arrive held prisoner in a difficult-to-open plastic cell -- what are these ""packaging engineers"" thinking? It took me ten minutes and two ruined fingernails to open it, and then I took the scissors to it, and the hard packaging almost broke them!";ISSUE
I have used it repeatedly over the past three months without any major problems. ;NOTISSUE
 I did have some trouble with the unit when I first started using it;ISSUE
I replaced the battery in the sending unit which solved the problem.;NOTISSUE
I have no problems so far;NOTISSUE
It is really good enough for my need.;NOTISSUE
Depuis que j'ai des problèmes de dos, surtout au réveil, cet extenseur lombaire fait des merveilles pour mon dos. ;ISSUE
  I have mild acne problem year round, and it only gets worst during that time of the month (that is when I had run out and try new products).;ISSUE
Three days ago I bought the Zeno.  I am going to return it.  It did nothing to me accept thought it would burn me.  ;ISSUE
So, overall, I do like this product, and I recommend it.;NOTISSUE
I have been using this shaver for 2 weeks now and have not had any problems with it. ;NOTISSUE
it is a good deal for the money.;NOTISSUE
I would recommend it or give it as a gift. ;NOTISSUE
My problem was the munchies at night watching TV -- and that craving is gone.  ;ISSUE
On the down side, flushing these things can result  problems, as I experienced. ;ISSUE
It is easy to use and clean I have only had to charge it once so far. ;NOTISSUE
I got what I expected.;NOTISSUE
The rolling wheels still have no function for me, but they do notget in the way;NOTISSUE
 It is functional and not too poorly made.;NOTISSUE
The only problem I had was that the scratcher part was a little too sharp. ;ISSUE
I really do love this item. I have been using it without fail since the day it arrived. I have nothad any significant problems with it and highly recommend it for anyone. ;NOTISSUE
The only problem I have found is that I ca notgrip things and have the monitor continue working. ;ISSUE
It is accurate. So far it has agreed with all other monitors that I have checked it against. ;NOTISSUE
I have never had any problems with these;NOTISSUE
These little  tips put an end to my problem with bleeding gums.  ;NOTISSUE
It takes about 15 mins for me to put it all together. Did not have any problem at all;NOTISSUE
Overall an excellent product - this is what I have been needing all of these years.;NOTISSUE
   I have been very pleased with this product- it is solid, and cuts without problem.;NOTISSUE
I think it was defective from the factory;ISSUE
I may have to cancel my order too and go somewhere else;ISSUE
 I ordered this product from Amazon and I have not recieved it yet;ISSUE
This product has taken care of all 3 problems.;NOTISSUE
 I have several issues with eating - I tend to eat very large portions;ISSUE
I would DEFINITELY recommend this product, especially to anyone who has issues with food like I do;NOTISSUE
Works as advertised and I am happy with it is function;NOTISSUE
 The problem with this is once the tool is on and you press in, there is no way to pull off the brush head as the tool is still attached. ;ISSUE
"One issue is that supposed ""quick change"" tool to remove the brush head either I ca notfigure out or it is defective.";ISSUE
Thanks for making my life easier. ;NOTISSUE
They can handle whatever issues I throw at them. ;NOTISSUE
Man these things are the best.;NOTISSUE
It leaves my skin very, very  clean,  and soft.;NOTISSUE
it makes my skin feel like normal healthy skin;NOTISSUE
The dryness others warn of has never been an issue for me.;NOTISSUE
  Working outside in the heat or cleaning in a dusty, dirty environment used to cause my skin to break out.  ;ISSUE
  Notice that the frame encircles the head, making head size an issue.;ISSUE
He has  knee problems so sleeping comfortably sometimes can be an issue for him.;ISSUE
Very nice for the price, except for the tapping issue;ISSUE
The scale indeed looks very nice and sleek with its glass design.;NOTISSUE
 The quality seems to be quite nice, and it is designed in England.;NOTISSUE
I am allergic so this was a big issue for me;ISSUE
Inaccurate, the same issues that plague cheap scales.;ISSUE
would have somehow been user error.;ISSUE
it weighed a little off one day, but that is the only issue i have had with it.;ISSUE
though it took a little time to program and figure out how the display worked.;ISSUE
The attachment is little delicate and flimsy. FItting might be an issue once in a while;ISSUE
 I believe these are a great assist to any weight loss program you are trying to stick with;NOTISSUE
  The biggest issue is just remember to take the pills 3 times a day;ISSUE
Some people with small mouths might potentially have an issue using the hydrabrush.;ISSUE
It works fine for me, despite the large size. ;NOTISSUE
  Some people with small hands might potentially find holding it a bit cumbersome. ;ISSUE
I had read that the brushes were not easy to put on and take off ;ISSUE
All in all, the product worked well for me, someone with very sensitive skin;NOTISSUE
I also would like to thank the Amazon rep who promptly helped me solve a password issue and make the shopping experience a pleasant one;NOTISSUE
  I have also an issues with it being dirty inside.;ISSUE
I love the convenience of the toothpaste already in it.;NOTISSUE
I read the other reviews, which were mostly positive. ;NOTISSUE
 Based on the negative reviews, I had some concern about the appearance of the fountain and the amount of noise it might make.;ISSUE
 It is more solid-feeling than I expected, was easy to set up, runs quietly, and actually looks nice.;NOTISSUE
No reviews yet, so might as well add one. ;ISSUE
